"","Codigo","Tipo de Adquisicion","Estado","Nombre Organismo","Region Unidad","Codigo Moneda","Fecha Creacion","Fecha Publicacion","Fecha Adjudicacion","Fuente Financiamiento","Descripcion linea Adquisicion","Descripcion Proveedor","Unidad Medida","Nombre Proveedor","Estado Oferta","Cantidad Ofertada","Moneda de la Oferta","Monto Unitario Oferta","Valor Total Ofertado","Cantidad Adjudicada","Monto Linea Adjudica","Fecha Envio Oferta","Oferta seleccionada","CHL-USD","Monto Unitario Oferta USD","Monto Linea Adjudica USD","Valor Total Ofertado USD","Tipo de Institucion"
"3067","8740558","Licitación Pública Mayor a 5000 (LR)","9","SERVICIO DE SALUD CHILOE","Región de los Lagos","CLP","2020-10-27","2020-11-04","2021-03-22",NA,"GLIBENCLAMIDA 5 MG","GLBN0005COMP. (BE)GLIBENCLAMIDA 5MG X 1005 COMP.. MINTLAB. GLIBENCLAMIDA. REG ISP F-9896 - VTO 2-2024 - LOTE B200126, Entrega en 2 DÍAS. Se adjunta ISP, CANJE y anexos técnicos. Sin costo por flete. Pedido mínimo 50.000.","Comprimido","ETHON PHARMACEUTICALS SPA.","Aceptada","46900","Peso Chileno","8","375200","0","0","2020-12-02","No Seleccionada",726.441086956522,0.0110125929599007,0,516.490609819342,"Servicio de Salud"
"3068","8740558","Licitación Pública Mayor a 5000 (LR)","9","SERVICIO DE SALUD CHILOE","Región de los Lagos","CLP","2020-10-27","2020-11-04","2021-03-22",NA,"GLIBENCLAMIDA 5 MG","267741	GLIBENCLAMIDA 5 MG 60 COMP 	N° Registro ISP: F-394710 	L CHILE	GENERICO	30-04-2023
VALOR INCLUYE FLETE DESPACHO   3 DIAS HABILES EMITIDA LA OC
INCLUYE  IVA SE GARANTIZA SERV POST VENTA
NO SE PIDE MINIMO DESPACHO
VALOR INCLUYE FLETE DESPACHO   3","Comprimido","DROGUERIA GLOBAL PHARMA SPA","Aceptada","46900","Peso Chileno","8","375200","0","0","2020-12-04","No Seleccionada",726.441086956522,0.0110125929599007,0,516.490609819342,"Servicio de Salud"
"3069","8742146","Licitación Pública Entre 100 y 1000 UTM (LE)","8","I MUNICIPALIDAD DE CHIGUAYANTE","Región del Biobío","CLP","2020-10-30","2020-11-03","2020-11-26","FOFAR 2020","Glibenclamida 5mg","120-10-12041 GLIBENCLAMIDA 5MG 60C, venc: Abr23 F-3947/20   EQUIVALENTE TERAPÉUTICO, Se adjunta documentacion técnica, certificado de farmavigilancia, politica de canje, devoluciones y norma GMP. Despacho en 72 horas.","Unidad","LABORATORIO CHILE S.A.","Aceptada","5000","Peso Chileno","7","35000","0","0","2020-11-11","No Seleccionada",762.330952380952,0.00918236361535267,0,45.9118180767633,"Municipalidad"
"3070","8742146","Licitación Pública Entre 100 y 1000 UTM (LE)","8","I MUNICIPALIDAD DE CHIGUAYANTE","Región del Biobío","CLP","2020-10-30","2020-11-03","2020-11-26","FOFAR 2020","Glibenclamida 5mg","GLIBENCLAMIDA.BE.COM.5MG.60,MARCA-,CX60 COMPRIMIDOS,,REG. ISP,LAB.MARCA,BIOEQUIVALENTES Y GENERICOS,Se adjuntan Anexos Administrativos, Técnicos y Condiciones de Canje. Despacho a Todo Chile Incluído de 24 a 48 Horas, Vence  OCTUBRE-2022 ,SIN MINIMO DE CO","Unidad","ADN FARMACÉUTICA","Aceptada","5000","Peso Chileno","9.4","47000","0","0","2020-11-04","No Seleccionada",762.330952380952,0.0123306025691879,0,61.6530128459393,"Municipalidad"
"3071","8742146","Licitación Pública Entre 100 y 1000 UTM (LE)","8","I MUNICIPALIDAD DE CHIGUAYANTE","Región del Biobío","CLP","2020-10-30","2020-11-03","2020-11-26","FOFAR 2020","Glibenclamida 5mg","AND0503 GLIBENCLAMIDA 5MG X60 COMP B  Entrega 48 HR GLIBENCLAMIDA F-2414 ANDROMACO  VENC. 31-05-2022","Unidad","Caribean Pharma Ltda","Aceptada","5000","Peso Chileno","7.6","38000","0","0","2020-11-12","No Seleccionada",762.330952380952,0.00996942335381147,0,49.8471167690573,"Municipalidad"
"3072","8742146","Licitación Pública Entre 100 y 1000 UTM (LE)","8","I MUNICIPALIDAD DE CHIGUAYANTE","Región del Biobío","CLP","2020-10-30","2020-11-03","2020-11-26","FOFAR 2020","Glibenclamida 5mg","GLIBENCLAMIDA 5 MG X 60 COMP. 	 
 VTO 30-04-2023
","Unidad","Droguería Concepción Ltda","Aceptada","5000","Peso Chileno","9","45000","0","0","2020-11-12","No Seleccionada",762.330952380952,0.011805896076882,0,59.02948038441,"Municipalidad"
"3073","8742146","Licitación Pública Entre 100 y 1000 UTM (LE)","8","I MUNICIPALIDAD DE CHIGUAYANTE","Región del Biobío","CLP","2020-10-30","2020-11-03","2020-11-26","FOFAR 2020","Glibenclamida 5mg","GLIBENCLAMIDA 5MG BE®, GLIBENCLAMIDA, Envase de: 1005 COMPRIMIDO, MINTLAB, Reg.ISP: F-9896, Vence: 2024-02-05.","Unidad","Medikar Ltda","Aceptada","5000","Peso Chileno","8.81","44050","0","0","2020-11-13","No Seleccionada",762.330952380952,0.0115566604930367,0,57.7833024651836,"Municipalidad"
"3074","8742146","Licitación Pública Entre 100 y 1000 UTM (LE)","8","I MUNICIPALIDAD DE CHIGUAYANTE","Región del Biobío","CLP","2020-10-30","2020-11-03","2020-11-26","FOFAR 2020","Glibenclamida 5mg","GLBN0005COMP. BEGLIBENCLAMIDA 5MG X 1005 COMP.. MINTLAB. GLIBENCLAMIDA. REG ISP F-9896 - VTO 2-2024 - LOTE B200126
Entrega en 48 horas. Se adjunta ISP, CANJE y anexos técnicos. Vigencia 60 días. Sin costo por flete. Pedido mínimo 50.000.","Unidad","ETHON PHARMACEUTICALS SPA.","Aceptada","5000","Peso Chileno","8","40000","0","0","2020-11-11","No Seleccionada",762.330952380952,0.0104941298461173,0,52.4706492305867,"Municipalidad"
"3075","8742146","Licitación Pública Entre 100 y 1000 UTM (LE)","8","I MUNICIPALIDAD DE CHIGUAYANTE","Región del Biobío","CLP","2020-10-30","2020-11-03","2020-11-26","FOFAR 2020","Glibenclamida 5mg","267741 GLIBENCLAMIDA 5 MG 60 COMP  REG ISP: F-3947.20 L CHILE GENERICO 30-04-2023 ENTREGA DENTRO DE 48 HORAS HÁBILES. 
","Unidad","DROGUERIA GLOBAL PHARMA SPA","Aceptada","5000","Peso Chileno","6.9","34500","5000","34500","2020-11-11","Seleccionada",762.330952380952,0.0090511869922762,45.255934961381,45.255934961381,"Municipalidad"
"3076","8743446","Licitación Pública entre a 2000 y 5000 UTM (LQ)","8","HOSPITAL CLINICO METROPOLITANO EL CARMEN DOCTOR LUIS VALENTIN FERRADA","Región Metropolitana de Santiago","CLP","2020-11-03","2020-11-13","2021-03-03","Hospital Clínico Metropolitano el Carmen Dr. Luis","5551060	GLIBENCLAMIDA	5	mg	 	 	Comprimido","GLIBENCLAMIDA 5 MG CM. CAJAX1000. LAB ANDROMACO. REG ISP F-2414-19. VENCE 31-10-2022. BIOEQUIVALENTE. 
","Unidad","WINPHARM","Aceptada","200","Peso Chileno","10","2000","0","0","2020-12-03","No Seleccionada",726.441086956522,0.0137657411998759,0,2.75314823997517,"Hospital"
"3077","8743446","Licitación Pública entre a 2000 y 5000 UTM (LQ)","8","HOSPITAL CLINICO METROPOLITANO EL CARMEN DOCTOR LUIS VALENTIN FERRADA","Región Metropolitana de Santiago","CLP","2020-11-03","2020-11-13","2021-03-03","Hospital Clínico Metropolitano el Carmen Dr. Luis","5551060	GLIBENCLAMIDA	5	mg	 	 	Comprimido","GLBN0005COMP. BEGLIBENCLAMIDA 5MG X 1005 COMP.. MINTLAB. GLIBENCLAMIDA. REG ISP F-9896 - VTO 2-2024 - LOTE B200126
Entrega en 24 horas. Se adjunta ISP, CANJE y anexos técnicos. Vigencia 90 días. Sin costo por flete. Sin monto mínimo de despacho.","Unidad","ETHON PHARMACEUTICALS SPA.","Aceptada","200","Peso Chileno","8","1600","200","1600","2020-12-02","Seleccionada",726.441086956522,0.0110125929599007,2.20251859198014,2.20251859198014,"Hospital"
"3078","8743446","Licitación Pública entre a 2000 y 5000 UTM (LQ)","8","HOSPITAL CLINICO METROPOLITANO EL CARMEN DOCTOR LUIS VALENTIN FERRADA","Región Metropolitana de Santiago","CLP","2020-11-03","2020-11-13","2021-03-03","Hospital Clínico Metropolitano el Carmen Dr. Luis","5551060	GLIBENCLAMIDA	5	mg	 	 	Comprimido","GLIBENCLAMIDA 5MG 60C	120-10-12041
vencimiento: Dec23
","Unidad","LABORATORIO CHILE S.A.","Aceptada","200","Peso Chileno","7","1400","0","0","2020-12-02","No Seleccionada",726.441086956522,0.00963601883991311,0,1.92720376798262,"Hospital"
"3079","8743589","Licitación Pública Entre 100 y 1000 UTM (LE)","8","I MUNICIPALIDAD DE LLANQUIHUE","Región de los Lagos","CLP","2020-11-04","2020-11-04","2020-11-19","programa Fofar","GLIBENCLAMIDA COMPRIMIDOS 5MG","267741	GLIBENCLAMIDA 5 MG 60 COMP 	N° Registro ISP: F-394710 		L CHILE	GENERICO	30-04-2023
VALOR INCLUYE FLETE DESPACHO   3 DIAS HABILES
INCLUYE  IVA SE GARANTIZA SERV POST VENTA
","Unidad","DROGUERIA GLOBAL PHARMA SPA","Aceptada","7000","Peso Chileno","7.5","52500","0","0","2020-11-13","No Seleccionada",762.330952380952,0.009838246730735,0,68.867727115145,"Municipalidad"
"3080","8743589","Licitación Pública Entre 100 y 1000 UTM (LE)","8","I MUNICIPALIDAD DE LLANQUIHUE","Región de los Lagos","CLP","2020-11-04","2020-11-04","2020-11-19","programa Fofar","GLIBENCLAMIDA COMPRIMIDOS 5MG","GLBN0005COMP. BEGLIBENCLAMIDA 5MG X 1005 COMP.. MINTLAB. GLIBENCLAMIDA. REG ISP F-9896 - VTO 2-2024 - LOTE B200126 Entrega en 3 dias. Se adjunta CANJE . Validez de la oferta 60 días. Sin costo por flete. Monto mínimo de despacho 50.000.
","Unidad","ETHON PHARMACEUTICALS SPA.","Aceptada","7000","Peso Chileno","8","56000","0","0","2020-11-10","No Seleccionada",762.330952380952,0.0104941298461173,0,73.4589089228213,"Municipalidad"
"3081","8743589","Licitación Pública Entre 100 y 1000 UTM (LE)","8","I MUNICIPALIDAD DE LLANQUIHUE","Región de los Lagos","CLP","2020-11-04","2020-11-04","2020-11-19","programa Fofar","GLIBENCLAMIDA COMPRIMIDOS 5MG","120-10-12041 	 GLIBENCLAMIDA 5MG 60C BE 
vencimiento octubre 2023
registro isp F-394715
","Unidad","LABORATORIO CHILE S.A.","Aceptada","7000","Peso Chileno","7","49000","7000","49000","2020-11-11","Seleccionada",762.330952380952,0.00918236361535267,64.2765453074687,64.2765453074687,"Municipalidad"
"3082","8743589","Licitación Pública Entre 100 y 1000 UTM (LE)","8","I MUNICIPALIDAD DE LLANQUIHUE","Región de los Lagos","CLP","2020-11-04","2020-11-04","2020-11-19","programa Fofar","GLIBENCLAMIDA COMPRIMIDOS 5MG","GLIBENCLAMIDA.BE.COM.5MG.60,MARCA-,CX60 COMPRIMIDOS,,REG. ISP,LAB.MARCA,BIOEQUIVALENTES Y GENERICOS,Se adjuntan Anexos Administrativos, Técnicos y Condiciones de Canje. Despacho a Todo Chile Incluído de 24 a 48 Horas, Vence  OCTUBRE-2022 ,SIN MINIMO DE CO","Unidad","ADN FARMACÉUTICA","Aceptada","7000","Peso Chileno","9.2","64400","0","0","2020-11-13","No Seleccionada",762.330952380952,0.0120682493230349,0,84.4777452612445,"Municipalidad"
"3083","8743589","Licitación Pública Entre 100 y 1000 UTM (LE)","8","I MUNICIPALIDAD DE LLANQUIHUE","Región de los Lagos","CLP","2020-11-04","2020-11-04","2020-11-19","programa Fofar","GLIBENCLAMIDA COMPRIMIDOS 5MG","MIN0286 GLIBENCLAMIDA B 5MG X 1005 COMP. BE. B  Entrega 24-48 HR GLIBENCLAMIDA F-989616 MINTLAB  VENC. 28-02-2024","Unidad","Caribean Pharma Ltda","Aceptada","7000","Peso Chileno","7.2","50400","0","0","2020-11-12","No Seleccionada",762.330952380952,0.0094447168615056,0,66.1130180305392,"Municipalidad"
"3084","8743589","Licitación Pública Entre 100 y 1000 UTM (LE)","8","I MUNICIPALIDAD DE LLANQUIHUE","Región de los Lagos","CLP","2020-11-04","2020-11-04","2020-11-19","programa Fofar","GLIBENCLAMIDA COMPRIMIDOS 5MG","GLIBENCLAMIDA 5MG BE®, GLIBENCLAMIDA, Envase de: 1005 COMPRIMIDO, MINTLAB, Reg.ISP: F-9896, Vence: 2024-02-05.","Unidad","Medikar Ltda","Aceptada","7000","Peso Chileno","7.9","55300","0","0","2020-11-13","No Seleccionada",762.330952380952,0.0103629532230409,0,72.5406725612861,"Municipalidad"
"3085","8743696","Licitación Pública Menor a 100 UTM (L1)","8","CONSULTORIO GENERAL N°2 DE LOS ANDES","Región Metropolitana de Santiago","CLP","2020-11-04","2020-11-04","2020-12-03",NA,"GLIBENCALMIDA 5 MG","GLBN0005COMP. BEGLIBENCLAMIDA 5MG X 1005 COMP.. MINTLAB. GLIBENCLAMIDA. REG ISP F-9896 - VTO 2-2024 - LOTE B200126 Entrega en 72 horas. Se adjunta CANJE . Validez de la oferta 60 días. Sin costo por flete. Monto mínimo de despacho 50.000.","Comprimido","ETHON PHARMACEUTICALS SPA.","Aceptada","10000","Peso Chileno","8","80000","0","0","2020-11-05","No Seleccionada",731.101739130435,0.0109423895086272,0,109.423895086272,NA
"3086","8743696","Licitación Pública Menor a 100 UTM (L1)","8","CONSULTORIO GENERAL N°2 DE LOS ANDES","Región Metropolitana de Santiago","CLP","2020-11-04","2020-11-04","2020-12-03",NA,"GLIBENCALMIDA 5 MG","GLIBENCLAMIDA 5MG BE®, GLIBENCLAMIDA, Envase de: 1005 COMPRIMIDO, MINTLAB, Reg.ISP: F-9896, Vence: 2024-02-05. ENTREGA EN 12 HRS","Comprimido","Medikar Ltda","Aceptada","10000","Peso Chileno","7.4","74000","0","0","2020-11-09","No Seleccionada",731.101739130435,0.0101217102954802,0,101.217102954802,NA
"3087","8743696","Licitación Pública Menor a 100 UTM (L1)","8","CONSULTORIO GENERAL N°2 DE LOS ANDES","Región Metropolitana de Santiago","CLP","2020-11-04","2020-11-04","2020-12-03",NA,"GLIBENCALMIDA 5 MG","MIN0286 GLIBENCLAMIDA B 5MG X 1005 COMP. BE. B  Entrega 24-48 HR GLIBENCLAMIDA F-989616 MINTLAB  VENC. 28-02-2024","Comprimido","Caribean Pharma Ltda","Aceptada","10000","Peso Chileno","7.2","72000","10000","72000","2020-11-09","Seleccionada",731.101739130435,0.00984815055776452,98.4815055776451,98.4815055776451,NA
"3088","8743696","Licitación Pública Menor a 100 UTM (L1)","8","CONSULTORIO GENERAL N°2 DE LOS ANDES","Región Metropolitana de Santiago","CLP","2020-11-04","2020-11-04","2020-12-03",NA,"GLIBENCALMIDA 5 MG","GLIBENCLAMIDA 5 MG CM. CAJAX1000. LAB ANDROMACO. REG ISP F-2414-19. VENCE 31-10-2022. BIOEQUIVALENTE. 
","Comprimido","WINPHARM","Aceptada","10000","Peso Chileno","8","80000","0","0","2020-11-06","No Seleccionada",731.101739130435,0.0109423895086272,0,109.423895086272,NA
"3089","8743696","Licitación Pública Menor a 100 UTM (L1)","8","CONSULTORIO GENERAL N°2 DE LOS ANDES","Región Metropolitana de Santiago","CLP","2020-11-04","2020-11-04","2020-12-03",NA,"GLIBENCALMIDA 5 MG","SB432043 - GLIBENCLAMIDA B 5mg X60COM., GLIBENCLAMIDA 5mg COMPRIMIDOS. ISP: F-3947-20. Fabricante: LABORATORIO CHILE. Vencimiento mayor a 12 meses. Valor cotizado por comprimido. Unidad mínima de venta CAJA X 60 COMPRIMIDOS. Mínimo de facturación 100.000","Comprimido","Distribuidora Salcobrand","Aceptada","10000","Peso Chileno","9","90000","0","0","2020-11-05","No Seleccionada",731.101739130435,0.0123101881972056,0,123.101881972056,NA
"3090","8743696","Licitación Pública Menor a 100 UTM (L1)","8","CONSULTORIO GENERAL N°2 DE LOS ANDES","Región Metropolitana de Santiago","CLP","2020-11-04","2020-11-04","2020-12-03",NA,"GLIBENCALMIDA 5 MG","267741	GLIBENCLAMIDA 5 MG 60 COMP 	N° Registro ISP: F-394710 		L CHILE	GENERICO	30-04-2023
VALOR INCLUYE FLETE DESPACHO   24   HORAS
INCLUYE  IVA SE GARANTIZA SERV POST VENTA
","Comprimido","DROGUERIA GLOBAL PHARMA SPA","Rechazada","10000","Peso Chileno","7","70000","0","0","2020-11-06","No Seleccionada",731.101739130435,0.00957459082004883,0,95.7459082004883,NA
"3091","8744461","Licitación Pública Menor a 100 UTM (L1)","8","ILUSTRE MUNICIPALIDAD DE DIEGO DE ALMAGRO","Región de Atacama","CLP","2020-11-05","2020-11-24","2021-02-26","215.22.04.004.000.000","GLIBENCLAMIDA 5 MG.","GLBN0005COMP. BEGLIBENCLAMIDA 5MG X 1005 COMP.. MINTLAB. GLIBENCLAMIDA. REG ISP F-9896 - VTO 2-2024 - LOTE B200126 Entrega en 5 dias. Se adjunta CANJE . Validez de la oferta 60 días. Sin costo por flete. Monto mínimo de despacho 50.000.","Comprimido","ETHON PHARMACEUTICALS SPA.","Aceptada","6500","Peso Chileno","8","52000","0","0","2020-11-25","No Seleccionada",721.865,0.0110824046047391,0,72.0356299308042,"Municipalidad"
"3092","8744461","Licitación Pública Menor a 100 UTM (L1)","8","ILUSTRE MUNICIPALIDAD DE DIEGO DE ALMAGRO","Región de Atacama","CLP","2020-11-05","2020-11-24","2021-02-26","215.22.04.004.000.000","GLIBENCLAMIDA 5 MG.","AND0503 GLIBENCLAMIDA 5MG X60 COMP B  Entrega 24-48 HR GLIBENCLAMIDA F-2414 ANDROMACO  VENC. 31-05-2022","Comprimido","Caribean Pharma Ltda","Aceptada","6500","Peso Chileno","7.6","49400","6500","49400","2020-12-01","Seleccionada",721.865,0.0105282843745022,68.433848434264,68.433848434264,"Municipalidad"
"3093","8744461","Licitación Pública Menor a 100 UTM (L1)","8","ILUSTRE MUNICIPALIDAD DE DIEGO DE ALMAGRO","Región de Atacama","CLP","2020-11-05","2020-11-24","2021-02-26","215.22.04.004.000.000","GLIBENCLAMIDA 5 MG.","GLIBENCLAMIDA.BE.COM.5MG.60,MARCA-,CX60 COMPRIMIDOS,,REG. ISP,LAB.MARCA,BIOEQUIVALENTES Y GENERICOS,Se adjuntan Anexos Administrativos, Técnicos y Condiciones de Canje. Despacho a Todo Chile Incluído de 24 a 48 Horas, Vence  OCTUBRE-2022 ,SIN MINIMO DE CO","Comprimido","ADN FARMACÉUTICA","Aceptada","6500","Peso Chileno","9.2","59800","0","0","2020-11-24","No Seleccionada",721.865,0.01274476529545,0,82.8409744204249,"Municipalidad"
"3094","8744461","Licitación Pública Menor a 100 UTM (L1)","8","ILUSTRE MUNICIPALIDAD DE DIEGO DE ALMAGRO","Región de Atacama","CLP","2020-11-05","2020-11-24","2021-02-26","215.22.04.004.000.000","GLIBENCLAMIDA 5 MG.","GLIBENCLAMIDA 5 MG., caja x 60 ,lab Chile","Comprimido","WINPHARM","Aceptada","6500","Peso Chileno","12","78000","0","0","2020-11-30","No Seleccionada",721.865,0.0166236069071087,0,108.053444896206,"Municipalidad"
"3095","8744461","Licitación Pública Menor a 100 UTM (L1)","8","ILUSTRE MUNICIPALIDAD DE DIEGO DE ALMAGRO","Región de Atacama","CLP","2020-11-05","2020-11-24","2021-02-26","215.22.04.004.000.000","GLIBENCLAMIDA 5 MG.","GLIBENCLAMIDA 5MG BE®, GLIBENCLAMIDA, Envase de: 1005 COMPRIMIDO, MINTLAB, Reg.ISP: F-9896, Vence: 2024-02-05. ENTREGA EN 5 DÍAS","Comprimido","Medikar Ltda","Aceptada","6500","Peso Chileno","8.81","57265","0","0","2020-12-01","No Seleccionada",721.865,0.0122044980709689,0,79.3292374612982,"Municipalidad"
"3096","8744461","Licitación Pública Menor a 100 UTM (L1)","8","ILUSTRE MUNICIPALIDAD DE DIEGO DE ALMAGRO","Región de Atacama","CLP","2020-11-05","2020-11-24","2021-02-26","215.22.04.004.000.000","GLIBENCLAMIDA 5 MG.","267741	GLIBENCLAMIDA 5 MG 60 COMP 	N° Registro ISP: F-394710 	L CHILE	GENERICO	30-04-2023
","Comprimido","DROGUERIA GLOBAL PHARMA SPA","Aceptada","6500","Peso Chileno","7","45500","0","0","2020-11-25","No Seleccionada",721.865,0.00969710402914672,0,63.0311761894537,"Municipalidad"
"3097","8744461","Licitación Pública Menor a 100 UTM (L1)","8","ILUSTRE MUNICIPALIDAD DE DIEGO DE ALMAGRO","Región de Atacama","CLP","2020-11-05","2020-11-24","2021-02-26","215.22.04.004.000.000","GLIBENCLAMIDA 5 MG.","GLIBENCLAMIDA 5 MG X 60 COMP. 	 
  VTO  30-04-2023
","Comprimido","Droguería Concepción Ltda","Aceptada","6500","Peso Chileno","9","58500","0","0","2020-11-30","No Seleccionada",721.865,0.0124677051803315,0,81.0400836721548,"Municipalidad"
"3098","8744461","Licitación Pública Menor a 100 UTM (L1)","8","ILUSTRE MUNICIPALIDAD DE DIEGO DE ALMAGRO","Región de Atacama","CLP","2020-11-05","2020-11-24","2021-02-26","215.22.04.004.000.000","GLIBENCLAMIDA 5 MG.","SB35023 - GLIBENCLAMIDA B 5mg X60COM., GLIBENCLAMIDA 5mg COMPRIMIDOS. ISP: F-2414-14. Fabricante: ANDROMACO FARMA. Vencimiento mayor a 12 meses. Valor cotizado por comprimido. Unidad mínima de venta CAJA X 60 COMPRIMIDOS. Mínimo de facturación 80.000 neto","Comprimido","Distribuidora Salcobrand","Aceptada","6500","Peso Chileno","8","52000","0","0","2020-11-25","No Seleccionada",721.865,0.0110824046047391,0,72.0356299308042,"Municipalidad"
"3099","8744520","Licitación Pública Menor a 100 UTM (L1)","8","I MUNICIPALIDAD DE SANTIAGO","Región Metropolitana de Santiago","CLP","2020-11-05","2020-11-05","2021-01-06",NA,"METFORMINA/GLIBENCLAMIDA 500/5Mg COMPRIMIDOS. FECHA DE VENCIMIENTO MAYOR A 1 AÑO DESDE LA FECHA DE RECEPCIÓN. NO SE ACEPTAN CARTAS DE CANJE","METFORMINA CLORHIDRATO + GLIBENCLAMIDAGLUKAUT COM. 5005MG.60,MARCA-,CX60 COMPRIMIDOS,,REG. ISP,LAB.MARCA,BIOEQUIVALENTES Y GENERICOS,Se adjuntan Anexos Administrativos, Técnicos y Condiciones de Canje. Despacho a Todo Chile Incluído de 24 a 48 Horas, Venc","Comprimido","ADN FARMACÉUTICA","Aceptada","2000","Peso Chileno","116.1","232200","0","0","2020-11-09","No Seleccionada",722.948333333333,0.160592389036561,0,321.184778073122,"Municipalidad"
"3100","8744520","Licitación Pública Menor a 100 UTM (L1)","8","I MUNICIPALIDAD DE SANTIAGO","Región Metropolitana de Santiago","CLP","2020-11-05","2020-11-05","2021-01-06",NA,"METFORMINA/GLIBENCLAMIDA 500/5Mg COMPRIMIDOS. FECHA DE VENCIMIENTO MAYOR A 1 AÑO DESDE LA FECHA DE RECEPCIÓN. NO SE ACEPTAN CARTAS DE CANJE","S-PT4348 GLIBENCLAMIDA 5 MG + METFORMINA 500 MG. GLUKAUT 500/5 MG. ENV. 60 COMP.REC. FECHA DE VENCIMIENTO:30-09-2022. N° DE REGISTRO ISP: F-14331/19. PLAZO DE ENTREGA:02 DÍAS HÁBILES.","Comprimido","Instituto Sanitas S.A.","Aceptada","2000","Peso Chileno","46","92000","0","0","2020-11-09","No Seleccionada",722.948333333333,0.0636283367414454,0,127.256673482891,"Municipalidad"
"3101","8744520","Licitación Pública Menor a 100 UTM (L1)","8","I MUNICIPALIDAD DE SANTIAGO","Región Metropolitana de Santiago","CLP","2020-11-05","2020-11-05","2021-01-06",NA,"METFORMINA/GLIBENCLAMIDA 500/5Mg COMPRIMIDOS. FECHA DE VENCIMIENTO MAYOR A 1 AÑO DESDE LA FECHA DE RECEPCIÓN. NO SE ACEPTAN CARTAS DE CANJE","AND0230 GLIFORTEX-G 5005MG EN CAJA DE 1000 COMP REC Entrega 24 HR METFORMINA+GLIBENCLAMIDA F-12968 ANDROMACO  VENC. 31-03-2022","Comprimido","Caribean Pharma Ltda","Aceptada","2000","Peso Chileno","34","68000","0","0","2020-11-11","No Seleccionada",722.948333333333,0.0470296402001987,0,94.0592804003975,"Municipalidad"
"3102","8744520","Licitación Pública Menor a 100 UTM (L1)","8","I MUNICIPALIDAD DE SANTIAGO","Región Metropolitana de Santiago","CLP","2020-11-05","2020-11-05","2021-01-06",NA,"METFORMINA/GLIBENCLAMIDA 500/5Mg COMPRIMIDOS. FECHA DE VENCIMIENTO MAYOR A 1 AÑO DESDE LA FECHA DE RECEPCIÓN. NO SE ACEPTAN CARTAS DE CANJE","GLUCOVANCE 500  5MG  -Metformina;Glibenclamida- caja x 30 comp. recubiertos _Despacho dentro de 3 dias habiles _ Monto minimo facturacion 120.000 pesos netos., Vencimiento 31.10.2022","Comprimido","Merck S.A. Productos Farmacéuticos","Aceptada","2000","Peso Chileno","231","462000","0","0","2020-11-11","No Seleccionada",722.948333333333,0.319524908418997,0,639.049816837995,"Municipalidad"
"3103","8744520","Licitación Pública Menor a 100 UTM (L1)","8","I MUNICIPALIDAD DE SANTIAGO","Región Metropolitana de Santiago","CLP","2020-11-05","2020-11-05","2021-01-06",NA,"METFORMINA/GLIBENCLAMIDA 500/5Mg COMPRIMIDOS. FECHA DE VENCIMIENTO MAYOR A 1 AÑO DESDE LA FECHA DE RECEPCIÓN. NO SE ACEPTAN CARTAS DE CANJE","MT500.5COMP. GLUKAUT 5005 MG X 60 COMP. REC.. SANITAS. METFORMINAGLIBENCLAMIDA. REG ISP F-14331 - VTO 9-2023 - LOTE 0974019
Se adjunta ISP, anexos
Entrega en 24 Horas
Vigencia 60 días","Comprimido","ETHON PHARMACEUTICALS SPA.","Aceptada","2000","Peso Chileno","72.4","144800","0","0","2020-11-06","No Seleccionada",722.948333333333,0.100145469132188,0,200.290938264376,"Municipalidad"
"3104","8744520","Licitación Pública Menor a 100 UTM (L1)","8","I MUNICIPALIDAD DE SANTIAGO","Región Metropolitana de Santiago","CLP","2020-11-05","2020-11-05","2021-01-06",NA,"METFORMINA/GLIBENCLAMIDA 500/5Mg COMPRIMIDOS. FECHA DE VENCIMIENTO MAYOR A 1 AÑO DESDE LA FECHA DE RECEPCIÓN. NO SE ACEPTAN CARTAS DE CANJE","Metformina 500 mg + glibenclamida 5 mg comp. - GLIFORTEX-G 500-5,0 COMPRIMIDOS REC - Caja x 1.000 comp - andromaco - reg isp F-12968-18 - VENC 31 MARZO 2022 - ENTREGA 24 HRS - MONTO MÍNIMO DE FACTURACIÓN Y DESPACHO ES DE 35000 PESOS NETOS - SE ADJUNTA CAR","Comprimido","SOCOSEP SA","Aceptada","2000","Peso Chileno","32","64000","2000","64000","2020-11-09","Seleccionada",722.948333333333,0.0442631907766576,88.5263815533153,88.5263815533153,"Municipalidad"
